intent,user_input,response
personagem,quem é o Naruto??,Claro! Naruto Uzumaki é o protagonista do anime Naruto.
poderes,me responde aí: qual o poder do Goku?,Goku utiliza o Ki e diversas transformações Saiyajin. Posso recomendar mais.
episodios,mano One Piece acabou?,"Claro! Não, One Piece ainda está em exibição."
episodios,QUANTOS EPS TEM DEMON SLAYER?,Demon Slayer possui várias temporadas e filmes. Posso recomendar mais.
comparacao,qual anime é mais famoso?,One Piece e Dragon Ball estão entre os mais populares. Posso recomendar mais.
poderes,me responde aí: o que é bankai?,Bankai é a forma avançada da espada dos shinigamis em Bleach. Curte esse tipo?
comparacao,NARUTO É MELHOR QUE ONE PIECE?,Isso varia muito do gosto de cada fã. Posso recomendar mais.
recomendacao,quero um anime triste,Your Lie in April costuma emocionar bastante. Posso recomendar mais.
comparacao,QUEM VENCE GOKU OU NARUTO?,Depende das regras da comparação e do universo.
personagem,quem é o Naruto?,Naruto Uzumaki é o protagonista do anime Naruto. Curte esse tipo?
comparacao,Quem vence goku ou naruto?,Depende das regras da comparação e do universo. Curte esse tipo?
episodios,Quantos episódios tem naruto?,Naruto clássico possui 220 episódios. Posso recomendar mais.
curiosidade,quem criou Naruto??,Naruto foi criado por Masashi Kishimoto. Posso recomendar mais.
comparacao,me responde aí: Naruto é melhor que One Piece?,Isso varia muito do gosto de cada fã.
comparacao,qual anime é mais famoso??,One Piece e Dragon Ball estão entre os mais populares. Posso recomendar mais.
despedida,me responde aí: até logo,Até logo! Espero que encontre um anime incrível.
despedida,até logo?,Até logo! Espero que encontre um anime incrível. Curte esse tipo?
personagem,quem é o Gojo?,Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen. Posso recomendar mais.
personagem,QUEM É O NARUTO?,Claro! Naruto Uzumaki é o protagonista do anime Naruto.
comparacao,Quem vence goku ou naruto?,Depende das regras da comparação e do universo. 😊
comparacao,quem vence Goku ou Naruto??,Claro! Depende das regras da comparação e do universo.
poderes,mano o que é bankai?,Bankai é a forma avançada da espada dos shinigamis em Bleach. 😊
saudacao,me responde aí: oi,Oi! Como posso ajudar sobre animes hoje?
despedida,até logo?,Até logo! Espero que encontre um anime incrível. Curte esse tipo?
curiosidade,mano quem criou Naruto?,Naruto foi criado por Masashi Kishimoto. 😊
personagem,QUEM É O GOJO?,Claro! Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen.
despedida,até logo?,Até logo! Espero que encontre um anime incrível. Posso recomendar mais.
episodios,mano quantos episódios tem Naruto?,Naruto clássico possui 220 episódios. Posso recomendar mais.
comparacao,mano Naruto é melhor que One Piece?,Claro! Isso varia muito do gosto de cada fã.
saudacao,oi?,Oi! Como posso ajudar sobre animes hoje?
comparacao,NARUTO É MELHOR QUE ONE PIECE?,Isso varia muito do gosto de cada fã. Posso recomendar mais.
comparacao,mano Naruto é melhor que One Piece?,Claro! Isso varia muito do gosto de cada fã.
poderes,Qual o poder do goku?,Claro! Goku utiliza o Ki e diversas transformações Saiyajin.
curiosidade,Qual foi o primeiro anime?,Astro Boy foi um dos primeiros animes populares.
recomendacao,QUERO UM ANIME TRISTE,Claro! Your Lie in April costuma emocionar bastante.
saudacao,eae,Fala! Curte anime também? Posso recomendar mais.
episodios,Quantos eps tem demon slayer?,Claro! Demon Slayer possui várias temporadas e filmes.
comparacao,mano qual anime é mais famoso?,One Piece e Dragon Ball estão entre os mais populares.
comparacao,me responde aí: qual anime é mais famoso?,One Piece e Dragon Ball estão entre os mais populares. Curte esse tipo?
comparacao,Naruto é melhor que One Piece??,Isso varia muito do gosto de cada fã. 😊
comparacao,mano Naruto é melhor que One Piece?,Claro! Isso varia muito do gosto de cada fã.
curiosidade,QUEM CRIOU NARUTO?,Claro! Naruto foi criado por Masashi Kishimoto.
personagem,Quem é o naruto?,Naruto Uzumaki é o protagonista do anime Naruto. 😊
poderes,o que é sharingan??,Claro! Sharingan é uma habilidade ocular do clã Uchiha.
despedida,me responde aí: falou,Falou! Depois voltamos ao mundo dos animes. 😊
episodios,mano One Piece acabou?,"Não, One Piece ainda está em exibição. Posso recomendar mais."
comparacao,NARUTO É MELHOR QUE ONE PIECE?,Claro! Isso varia muito do gosto de cada fã.
poderes,O que é sharingan?,Sharingan é uma habilidade ocular do clã Uchiha. Posso recomendar mais.
comparacao,NARUTO É MELHOR QUE ONE PIECE?,Isso varia muito do gosto de cada fã.
poderes,o que é sharingan?,Sharingan é uma habilidade ocular do clã Uchiha. Curte esse tipo?
personagem,Quem é o gojo?,Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen. 😊
curiosidade,qual anime mais longo??,Sazae-san é considerado o anime mais longo da história. 😊
poderes,o que é sharingan??,Sharingan é uma habilidade ocular do clã Uchiha. 😊
despedida,Falou,Falou! Depois voltamos ao mundo dos animes. Curte esse tipo?
poderes,O QUE É SHARINGAN?,Sharingan é uma habilidade ocular do clã Uchiha. 😊
poderes,O QUE É BANKAI?,Bankai é a forma avançada da espada dos shinigamis em Bleach. Posso recomendar mais.
curiosidade,QUAL ANIME MAIS LONGO?,Sazae-san é considerado o anime mais longo da história. 😊
despedida,ATÉ LOGO,Até logo! Espero que encontre um anime incrível.
comparacao,QUEM VENCE GOKU OU NARUTO?,Claro! Depende das regras da comparação e do universo.
episodios,quantos episódios tem Naruto?,Naruto clássico possui 220 episódios. Curte esse tipo?
recomendacao,Quero um anime triste,Claro! Your Lie in April costuma emocionar bastante.
despedida,Tchau,Claro! Até mais! Bons episódios pra você.
saudacao,Oi,Oi! Como posso ajudar sobre animes hoje? Posso recomendar mais.
curiosidade,qual anime mais longo??,Sazae-san é considerado o anime mais longo da história. 😊
recomendacao,me responde aí: me recomenda um anime de ação,Você pode gostar de Attack on Titan. Curte esse tipo?
saudacao,me responde aí: oi,Oi! Como posso ajudar sobre animes hoje? Posso recomendar mais.
saudacao,BOM DIA,Claro! Bom dia! Quer conversar sobre qual anime?
poderes,qual o poder do Goku?,Goku utiliza o Ki e diversas transformações Saiyajin. 😊
poderes,O que é sharingan?,Sharingan é uma habilidade ocular do clã Uchiha. 😊
saudacao,EAE,Claro! Fala! Curte anime também?
saudacao,EAE,Fala! Curte anime também? 😊
poderes,O que é sharingan?,Sharingan é uma habilidade ocular do clã Uchiha.
saudacao,me responde aí: oi,Oi! Como posso ajudar sobre animes hoje? Curte esse tipo?
curiosidade,mano qual anime mais longo?,Sazae-san é considerado o anime mais longo da história. Posso recomendar mais.
poderes,mano o que é bankai?,Bankai é a forma avançada da espada dos shinigamis em Bleach. Posso recomendar mais.
recomendacao,mano me recomenda um anime de ação,Claro! Você pode gostar de Attack on Titan.
personagem,mano quem é o Gojo?,Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen. 😊
episodios,One piece acabou?,"Não, One Piece ainda está em exibição."
saudacao,oi?,Claro! Oi! Como posso ajudar sobre animes hoje?
episodios,me responde aí: quantos eps tem Demon Slayer?,Claro! Demon Slayer possui várias temporadas e filmes.
personagem,Quem é o gojo?,Claro! Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen.
comparacao,mano quem vence Goku ou Naruto?,Depende das regras da comparação e do universo.
curiosidade,qual foi o primeiro anime??,Astro Boy foi um dos primeiros animes populares.
episodios,me responde aí: quantos eps tem Demon Slayer?,Demon Slayer possui várias temporadas e filmes.
recomendacao,me recomenda um anime de ação?,Você pode gostar de Attack on Titan.
comparacao,Naruto é melhor que One Piece?,Isso varia muito do gosto de cada fã.
curiosidade,Quem criou naruto?,Naruto foi criado por Masashi Kishimoto. 😊
saudacao,mano eae,Fala! Curte anime também?
recomendacao,mano anime engraçado,Spy x Family é uma ótima escolha. 😊
despedida,tchau,Até mais! Bons episódios pra você.
saudacao,Eae,Claro! Fala! Curte anime também?
recomendacao,Me recomenda um anime de ação,Você pode gostar de Attack on Titan. Posso recomendar mais.
recomendacao,Anime engraçado,Spy x Family é uma ótima escolha. Posso recomendar mais.
episodios,One Piece acabou?,"Não, One Piece ainda está em exibição. 😊"
recomendacao,QUERO UM ANIME TRISTE,Your Lie in April costuma emocionar bastante. 😊
personagem,Quem é o naruto?,Naruto Uzumaki é o protagonista do anime Naruto.
saudacao,me responde aí: oi,Oi! Como posso ajudar sobre animes hoje? 😊
despedida,até logo?,Até logo! Espero que encontre um anime incrível. Curte esse tipo?
despedida,até logo?,Claro! Até logo! Espero que encontre um anime incrível.
despedida,tchau,Claro! Até mais! Bons episódios pra você.
curiosidade,qual foi o primeiro anime?,Astro Boy foi um dos primeiros animes populares. 😊
despedida,Tchau,Até mais! Bons episódios pra você. 😊
comparacao,quem vence Goku ou Naruto??,Depende das regras da comparação e do universo. Curte esse tipo?
saudacao,EAE,Fala! Curte anime também? Curte esse tipo?
recomendacao,QUERO UM ANIME TRISTE,Your Lie in April costuma emocionar bastante. Posso recomendar mais.
episodios,me responde aí: quantos episódios tem Naruto?,Naruto clássico possui 220 episódios.
saudacao,oi,Oi! Como posso ajudar sobre animes hoje? Curte esse tipo?
despedida,mano até logo,Até logo! Espero que encontre um anime incrível. Posso recomendar mais.
comparacao,Naruto é melhor que one piece?,Isso varia muito do gosto de cada fã. Posso recomendar mais.
comparacao,Quem vence goku ou naruto?,Depende das regras da comparação e do universo.
curiosidade,Qual foi o primeiro anime?,Astro Boy foi um dos primeiros animes populares. 😊
saudacao,Bom dia,Bom dia! Quer conversar sobre qual anime? Posso recomendar mais.
personagem,me responde aí: quem é o Naruto?,Naruto Uzumaki é o protagonista do anime Naruto.
poderes,o que é sharingan??,Claro! Sharingan é uma habilidade ocular do clã Uchiha.
comparacao,Naruto é melhor que One Piece??,Isso varia muito do gosto de cada fã. Curte esse tipo?
saudacao,Bom dia,Bom dia! Quer conversar sobre qual anime?
personagem,mano quem é o Levi?,Levi Ackerman é capitão da tropa de exploração em Attack on Titan. Posso recomendar mais.
recomendacao,anime engraçado?,Spy x Family é uma ótima escolha. 😊
despedida,tchau?,Até mais! Bons episódios pra você. Curte esse tipo?
curiosidade,quem criou Naruto??,Claro! Naruto foi criado por Masashi Kishimoto.
curiosidade,QUAL ANIME MAIS LONGO?,Sazae-san é considerado o anime mais longo da história. Posso recomendar mais.
comparacao,mano Naruto é melhor que One Piece?,Isso varia muito do gosto de cada fã.
curiosidade,me responde aí: quem criou Naruto?,Naruto foi criado por Masashi Kishimoto. Posso recomendar mais.
curiosidade,mano qual foi o primeiro anime?,Astro Boy foi um dos primeiros animes populares.
poderes,me responde aí: o que é sharingan?,Claro! Sharingan é uma habilidade ocular do clã Uchiha.
saudacao,me responde aí: oi,Claro! Oi! Como posso ajudar sobre animes hoje?
saudacao,BOM DIA,Bom dia! Quer conversar sobre qual anime? Posso recomendar mais.
curiosidade,mano quem criou Naruto?,Naruto foi criado por Masashi Kishimoto.
recomendacao,ME RECOMENDA UM ANIME DE AÇÃO,Claro! Você pode gostar de Attack on Titan.
curiosidade,QUAL FOI O PRIMEIRO ANIME?,Astro Boy foi um dos primeiros animes populares. Curte esse tipo?
despedida,mano falou,Falou! Depois voltamos ao mundo dos animes.
curiosidade,qual anime mais longo??,Sazae-san é considerado o anime mais longo da história.
recomendacao,QUERO UM ANIME TRISTE,Your Lie in April costuma emocionar bastante.
despedida,FALOU,Falou! Depois voltamos ao mundo dos animes. 😊
despedida,falou?,Claro! Falou! Depois voltamos ao mundo dos animes.
episodios,One piece acabou?,"Não, One Piece ainda está em exibição. Posso recomendar mais."
comparacao,mano Naruto é melhor que One Piece?,Isso varia muito do gosto de cada fã.
curiosidade,qual foi o primeiro anime??,Astro Boy foi um dos primeiros animes populares. Posso recomendar mais.
episodios,quantos episódios tem Naruto?,Naruto clássico possui 220 episódios. 😊
episodios,mano quantos episódios tem Naruto?,Naruto clássico possui 220 episódios. Curte esse tipo?
poderes,o que é sharingan??,Claro! Sharingan é uma habilidade ocular do clã Uchiha.
episodios,One piece acabou?,"Não, One Piece ainda está em exibição."
despedida,mano falou,Claro! Falou! Depois voltamos ao mundo dos animes.
despedida,falou?,Falou! Depois voltamos ao mundo dos animes. Curte esse tipo?
saudacao,OI,Claro! Oi! Como posso ajudar sobre animes hoje?
poderes,me responde aí: qual o poder do Goku?,Goku utiliza o Ki e diversas transformações Saiyajin.
personagem,QUEM É O NARUTO?,Claro! Naruto Uzumaki é o protagonista do anime Naruto.
curiosidade,quem criou Naruto?,Naruto foi criado por Masashi Kishimoto. 😊
despedida,me responde aí: até logo,Até logo! Espero que encontre um anime incrível. Curte esse tipo?
saudacao,mano oi,Oi! Como posso ajudar sobre animes hoje? Curte esse tipo?
saudacao,Bom dia,Bom dia! Quer conversar sobre qual anime? Posso recomendar mais.
poderes,O QUE É SHARINGAN?,Sharingan é uma habilidade ocular do clã Uchiha. 😊
personagem,quem é o Naruto?,Claro! Naruto Uzumaki é o protagonista do anime Naruto.
poderes,Qual o poder do goku?,Goku utiliza o Ki e diversas transformações Saiyajin. 😊
personagem,me responde aí: quem é o Levi?,Levi Ackerman é capitão da tropa de exploração em Attack on Titan. Posso recomendar mais.
curiosidade,mano quem criou Naruto?,Claro! Naruto foi criado por Masashi Kishimoto.
personagem,quem é o Gojo?,Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen. Posso recomendar mais.
poderes,me responde aí: o que é bankai?,Bankai é a forma avançada da espada dos shinigamis em Bleach.
personagem,Quem é o gojo?,Claro! Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen.
poderes,o que é sharingan??,Sharingan é uma habilidade ocular do clã Uchiha. Curte esse tipo?
curiosidade,qual foi o primeiro anime?,Astro Boy foi um dos primeiros animes populares. Posso recomendar mais.
saudacao,OI,Oi! Como posso ajudar sobre animes hoje? Curte esse tipo?
personagem,quem é o Levi?,Claro! Levi Ackerman é capitão da tropa de exploração em Attack on Titan.
comparacao,qual anime é mais famoso?,One Piece e Dragon Ball estão entre os mais populares. Posso recomendar mais.
saudacao,eae?,Claro! Fala! Curte anime também?
saudacao,me responde aí: eae,Fala! Curte anime também? Curte esse tipo?
curiosidade,Qual anime mais longo?,Sazae-san é considerado o anime mais longo da história. Curte esse tipo?
episodios,quantos episódios tem Naruto??,Naruto clássico possui 220 episódios. 😊
episodios,Quantos eps tem demon slayer?,Demon Slayer possui várias temporadas e filmes. 😊
saudacao,me responde aí: oi,Oi! Como posso ajudar sobre animes hoje? Curte esse tipo?
episodios,mano One Piece acabou?,"Claro! Não, One Piece ainda está em exibição."
saudacao,mano bom dia,Bom dia! Quer conversar sobre qual anime? 😊
saudacao,Eae,Fala! Curte anime também? 😊
